"(Background Information, Full Name)","(Background Information, Nation)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Age)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","(Background Information, League)"
Dan Ndoye,ch SUI,"FW,MF",Bologna,22,2000.0,32.0,20.0,1771.0,19.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,4.9,4.9,1.8,6.6,88.0,36.0,173.0,0.05,0.05,0.1,0.05,0.1,0.25,0.09,0.34,0.25,0.34,Serie A
Cyril Ngonge,be BEL,"FW,MF",Hellas Verona,23,2000.0,19.0,17.0,1431.0,15.9,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,4.2,3.4,1.7,5.1,53.0,44.0,117.0,0.38,0.13,0.5,0.38,0.5,0.27,0.11,0.37,0.21,0.32,Serie A
Cyril Ngonge,be BEL,FW,Napoli,23,2000.0,13.0,1.0,315.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.8,1.8,18.0,11.0,43.0,0.29,0.0,0.29,0.29,0.29,0.29,0.22,0.51,0.29,0.51,Serie A
M'Baye Niang,sn SEN,FW,Empoli,28,1994.0,14.0,5.0,708.0,7.9,6.0,1.0,7.0,2.0,4.0,4.0,1.0,0.0,5.4,2.3,0.9,3.2,13.0,11.0,43.0,0.76,0.13,0.89,0.25,0.38,0.68,0.12,0.8,0.29,0.41,Serie A
Hans Nicolussi Caviglia,it ITA,MF,Juventus,23,2000.0,8.0,3.0,268.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,0.0,14.0,2.0,0.0,0.34,0.34,0.0,0.34,0.04,0.2,0.23,0.04,0.23,Serie A
Joseph Nonge,be BEL,MF,Juventus,18,2005.0,2.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Tijjani Noslin,nl NED,"FW,MF",Hellas Verona,24,1999.0,17.0,17.0,1339.0,14.9,5.0,4.0,9.0,5.0,0.0,0.0,2.0,0.0,3.6,3.6,2.2,5.8,29.0,26.0,94.0,0.34,0.27,0.6,0.34,0.6,0.24,0.14,0.39,0.24,0.39,Serie A
Simeon Nwankwo,ng NGA,FW,Salernitana,31,1992.0,15.0,6.0,686.0,7.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.7,2.7,0.6,3.2,6.0,7.0,39.0,0.39,0.0,0.39,0.39,0.39,0.35,0.07,0.42,0.35,0.42,Serie A
M'Bala Nzola,ao ANG,FW,Fiorentina,26,1996.0,33.0,15.0,1552.0,17.2,3.0,3.0,6.0,2.0,1.0,1.0,2.0,0.0,4.5,3.7,1.6,5.4,21.0,29.0,143.0,0.17,0.17,0.35,0.12,0.29,0.26,0.09,0.36,0.22,0.31,Serie A
Adam Obert,sk SVK,DF,Cagliari,20,2002.0,17.0,10.0,941.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,1.1,14.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,Serie A
Pedro Obiang,gq EQG,MF,Sassuolo,31,1992.0,8.0,5.0,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,4.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.15,0.01,0.15,Serie A
Guillermo Ochoa,mx MEX,GK,Salernitana,38,1985.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Jens Odgaard,dk DEN,"FW,MF",Bologna,24,1999.0,10.0,5.0,431.0,4.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.1,1.5,9.0,9.0,30.0,0.42,0.0,0.42,0.42,0.42,0.31,0.01,0.32,0.31,0.32,Serie A
Noah Okafor,ch SUI,"FW,MF",Milan,23,2000.0,28.0,6.0,887.0,9.9,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,3.8,3.8,1.2,5.0,29.0,15.0,66.0,0.61,0.2,0.81,0.61,0.81,0.38,0.12,0.51,0.38,0.51,Serie A
David Okereke,ng NGA,"FW,MF",Torino,25,1997.0,9.0,3.0,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,8.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Serie A
Caleb Okoli,it ITA,DF,Frosinone,22,2001.0,34.0,32.0,2914.0,32.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.6,0.6,0.8,1.4,22.0,118.0,4.0,0.0,0.03,0.03,0.0,0.03,0.02,0.02,0.04,0.02,0.04,Serie A
Maduka Okoye,ng NGA,GK,Udinese,23,1999.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Mathías Olivera,uy URU,DF,Napoli,25,1997.0,23.0,18.0,1569.0,17.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.9,1.4,31.0,89.0,93.0,0.06,0.06,0.11,0.06,0.11,0.03,0.05,0.08,0.03,0.08,Serie A
Gaetano Oristanio,it ITA,"FW,MF",Cagliari,20,2002.0,25.0,11.0,1104.0,12.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.1,2.8,25.0,26.0,76.0,0.16,0.08,0.24,0.16,0.24,0.14,0.09,0.23,0.14,0.23,Serie A
Riccardo Orsolini,it ITA,"FW,MF",Bologna,26,1997.0,33.0,19.0,1792.0,19.9,10.0,2.0,12.0,8.0,2.0,3.0,2.0,0.0,7.4,5.0,4.4,9.4,51.0,71.0,175.0,0.5,0.1,0.6,0.4,0.5,0.37,0.22,0.59,0.25,0.47,Serie A
Victor Osimhen,ng NGA,FW,Napoli,24,1998.0,25.0,22.0,1982.0,22.0,15.0,3.0,18.0,12.0,3.0,5.0,6.0,1.0,15.4,11.4,3.1,14.6,34.0,23.0,142.0,0.68,0.14,0.82,0.54,0.68,0.7,0.14,0.84,0.52,0.66,Serie A
Remi Oudin,fr FRA,"MF,FW",Lecce,26,1996.0,31.0,21.0,1819.0,20.2,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,5.7,7.4,19.0,79.0,82.0,0.15,0.1,0.25,0.15,0.25,0.09,0.28,0.37,0.09,0.37,Serie A
Anthony Oyono,ga GAB,DF,Frosinone,22,2001.0,16.0,14.0,1198.0,13.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.9,1.0,35.0,33.0,39.0,0.0,0.08,0.08,0.0,0.08,0.01,0.07,0.08,0.01,0.08,Serie A
Simone Pafundi,it ITA,MF,Udinese,17,2006.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Riccardo Pagano,it ITA,"MF,DF",Roma,18,2004.0,4.0,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.18,0.1,0.18,Serie A
Christos Papadopoulos,gr GRE,FW,Genoa,18,2004.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Leandro Paredes,ar ARG,MF,Roma,29,1994.0,34.0,32.0,2634.0,29.3,3.0,5.0,8.0,0.0,3.0,3.0,15.0,1.0,3.3,1.0,2.3,3.2,36.0,214.0,19.0,0.1,0.17,0.27,0.0,0.17,0.11,0.08,0.19,0.03,0.11,Serie A
Fabiano Parisi,it ITA,DF,Fiorentina,22,2000.0,21.0,16.0,1454.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,2.4,3.3,50.0,78.0,64.0,0.0,0.06,0.06,0.0,0.06,0.06,0.15,0.2,0.06,0.2,Serie A
Mario Pašalić,hr CRO,MF,Atalanta,28,1995.0,34.0,23.0,2051.0,22.8,6.0,6.0,12.0,4.0,2.0,2.0,3.0,0.0,7.1,5.5,4.1,9.6,48.0,129.0,74.0,0.26,0.26,0.53,0.18,0.44,0.31,0.18,0.49,0.24,0.42,Serie A
Triantafyllos Pasaridīs,gr GRE,DF,Salernitana,27,1996.0,8.0,5.0,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Serie A
Patric,es ESP,DF,Lazio,30,1993.0,20.0,19.0,1608.0,17.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.4,1.4,0.2,1.5,3.0,72.0,12.0,0.11,0.0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,Serie A
Rui Patrício,pt POR,GK,Roma,35,1988.0,23.0,23.0,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Benjamin Pavard,fr FRA,DF,Inter,27,1996.0,23.0,21.0,1672.0,18.6,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.4,2.1,25.0,89.0,47.0,0.0,0.11,0.11,0.0,0.11,0.04,0.07,0.11,0.04,0.11,Serie A
Leonardo Pavoletti,it ITA,FW,Cagliari,34,1988.0,19.0,5.0,628.0,7.0,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,2.6,2.6,0.3,2.9,1.0,16.0,40.0,0.57,0.14,0.72,0.57,0.72,0.37,0.04,0.41,0.37,0.41,Serie A
Martín Payero,ar ARG,MF,Udinese,24,1998.0,29.0,21.0,1796.0,20.0,2.0,2.0,4.0,2.0,0.0,0.0,6.0,1.0,1.5,1.5,1.1,2.6,47.0,71.0,64.0,0.1,0.1,0.2,0.1,0.2,0.08,0.06,0.13,0.08,0.13,Serie A
Marcus Pedersen,no NOR,DF,Sassuolo,23,2000.0,28.0,16.0,1613.0,17.9,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,1.1,1.2,43.0,31.0,90.0,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.06,0.01,0.06,Serie A
Pedro,es ESP,"FW,MF",Lazio,36,1987.0,33.0,5.0,816.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,2.1,3.6,31.0,33.0,81.0,0.11,0.11,0.22,0.11,0.22,0.17,0.23,0.39,0.17,0.39,Serie A
Pietro Pellegri,it ITA,FW,Torino,22,2001.0,24.0,7.0,756.0,8.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.3,1.4,14.0,8.0,52.0,0.12,0.12,0.24,0.12,0.24,0.12,0.04,0.16,0.12,0.16,Serie A
Lorenzo Pellegrini,it ITA,MF,Roma,27,1996.0,29.0,20.0,1859.0,20.7,8.0,3.0,11.0,7.0,1.0,1.0,7.0,0.0,4.8,4.0,2.4,6.4,43.0,94.0,97.0,0.39,0.15,0.53,0.34,0.48,0.23,0.12,0.35,0.19,0.31,Serie A
Luca Pellegrini,it ITA,DF,Lazio,24,1999.0,19.0,8.0,786.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.2,0.2,0.3,0.5,18.0,46.0,30.0,0.11,0.0,0.11,0.11,0.11,0.03,0.03,0.06,0.03,0.06,Serie A
Pepín,gq EQG,"MF,FW",Monza,26,1996.0,10.0,2.0,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.2,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Serie A
Pedro Pereira,pt POR,DF,Monza,25,1998.0,23.0,9.0,841.0,9.3,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.2,1.4,20.0,43.0,69.0,0.0,0.21,0.21,0.0,0.21,0.02,0.12,0.14,0.02,0.14,Serie A
Roberto Pereyra,ar ARG,"FW,MF",Udinese,32,1991.0,27.0,22.0,1858.0,20.6,4.0,3.0,7.0,3.0,1.0,1.0,6.0,0.0,3.5,2.7,1.9,4.7,39.0,70.0,82.0,0.19,0.15,0.34,0.15,0.29,0.17,0.09,0.27,0.13,0.23,Serie A
Nehuén Pérez,ar ARG,DF,Udinese,23,2000.0,36.0,36.0,3238.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.3,1.3,0.2,1.5,28.0,119.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Serie A
Simone Perilli,it ITA,GK,Hellas Verona,28,1995.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Mattia Perin,it ITA,GK,Juventus,30,1992.0,3.0,3.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Samuele Perisan,it ITA,GK,Empoli,25,1997.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Matteo Pessina,it ITA,MF,Monza,26,1997.0,37.0,37.0,3222.0,35.8,6.0,3.0,9.0,2.0,4.0,5.0,5.0,1.0,6.3,2.4,1.1,3.5,69.0,190.0,53.0,0.17,0.08,0.25,0.06,0.14,0.18,0.03,0.21,0.07,0.1,Serie A
Andrea Petagna,it ITA,FW,Cagliari,28,1995.0,18.0,13.0,995.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.0,2.6,11.0,14.0,56.0,0.09,0.09,0.18,0.09,0.18,0.15,0.09,0.23,0.15,0.23,Serie A
Giuseppe Pezzella,it ITA,DF,Empoli,25,1997.0,19.0,14.0,1085.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.5,0.6,44.0,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Serie A
Roberto Piccoli,it ITA,FW,Empoli,22,2001.0,2.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Serie A
Roberto Piccoli,it ITA,FW,Lecce,22,2001.0,35.0,12.0,1378.0,15.3,5.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,6.4,5.6,0.9,6.5,25.0,19.0,72.0,0.33,0.0,0.33,0.26,0.26,0.42,0.06,0.48,0.37,0.43,Serie A
Santiago Pierotti,ar ARG,"MF,FW",Lecce,22,2001.0,11.0,0.0,200.0,2.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,4.0,5.0,20.0,0.0,0.9,0.9,0.0,0.9,0.22,0.47,0.69,0.22,0.69,Serie A
Niccolò Pierozzi,it ITA,DF,Salernitana,21,2001.0,12.0,11.0,871.0,9.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.2,0.2,0.0,0.3,3.0,16.0,20.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,Serie A
Andrea Pinamonti,it ITA,FW,Sassuolo,24,1999.0,38.0,37.0,3076.0,34.2,11.0,1.0,12.0,9.0,2.0,3.0,4.0,0.0,8.9,6.6,1.9,8.4,17.0,45.0,165.0,0.32,0.03,0.35,0.26,0.29,0.26,0.05,0.32,0.19,0.25,Serie A
Carlo Pinsoglio,it ITA,GK,Juventus,33,1990.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Lorenzo Pirola,it ITA,DF,Salernitana,21,2002.0,27.0,24.0,1987.0,22.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.0,0.9,13.0,57.0,7.0,0.05,0.0,0.05,0.05,0.05,0.04,0.0,0.04,0.04,0.04,Serie A
Niccolò Pisilli,it ITA,MF,Roma,18,2004.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Tommaso Pobega,it ITA,MF,Milan,24,1999.0,11.0,3.0,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Serie A
Paul Pogba,fr FRA,MF,Juventus,30,1993.0,2.0,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Serie A
Matteo Politano,it ITA,FW,Napoli,29,1993.0,37.0,31.0,2360.0,26.2,8.0,7.0,15.0,6.0,2.0,3.0,2.0,1.0,7.1,4.8,6.6,11.4,113.0,164.0,216.0,0.31,0.27,0.57,0.23,0.5,0.27,0.25,0.52,0.18,0.43,Serie A
Marin Pongračić,hr CRO,DF,Lecce,25,1997.0,36.0,36.0,3219.0,35.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.2,1.2,0.4,1.5,45.0,134.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Serie A
Stefan Posch,at AUT,DF,Bologna,26,1997.0,31.0,29.0,2409.0,26.8,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,2.1,3.3,44.0,123.0,64.0,0.04,0.07,0.11,0.04,0.11,0.04,0.08,0.12,0.04,0.12,Serie A
Matteo Prati,it ITA,MF,Cagliari,19,2003.0,26.0,19.0,1972.0,21.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,0.8,2.8,8.0,66.0,17.0,0.05,0.05,0.09,0.05,0.09,0.09,0.03,0.13,0.09,0.13,Serie A
Ivan Provedel,it ITA,GK,Lazio,29,1994.0,30.0,30.0,2699.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Christian Pulisic,us USA,"FW,MF",Milan,24,1998.0,36.0,32.0,2602.0,28.9,12.0,8.0,20.0,12.0,0.0,0.0,2.0,0.0,8.0,8.0,4.8,12.8,131.0,87.0,293.0,0.42,0.28,0.69,0.42,0.69,0.28,0.16,0.44,0.28,0.44,Serie A
George Pușcaș,ro ROU,FW,Genoa,27,1996.0,8.0,1.0,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.1,2.2,5.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.98,0.04,1.02,0.98,1.02,Serie A
Domingos Quina,pt POR,MF,Udinese,23,1999.0,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Adrien Rabiot,fr FRA,MF,Juventus,28,1995.0,31.0,30.0,2651.0,29.5,5.0,3.0,8.0,5.0,0.0,0.0,8.0,0.0,3.5,3.4,4.1,7.4,72.0,120.0,106.0,0.17,0.1,0.27,0.17,0.27,0.12,0.14,0.26,0.11,0.25,Serie A
Uroš Račić,rs SRB,MF,Sassuolo,25,1998.0,22.0,8.0,820.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.1,5.0,37.0,11.0,0.11,0.11,0.22,0.11,0.22,0.09,0.03,0.13,0.09,0.13,Serie A
Nemanja Radonjić,rs SRB,"MF,FW",Torino,27,1996.0,10.0,4.0,374.0,4.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.7,1.7,0.2,1.9,11.0,7.0,24.0,0.72,0.0,0.72,0.72,0.72,0.41,0.05,0.46,0.41,0.46,Serie A
Boris Radunović,rs SRB,GK,Cagliari,27,1996.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Hamza Rafia,tn TUN,MF,Lecce,24,1999.0,28.0,17.0,1204.0,13.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.8,1.6,15.0,46.0,37.0,0.07,0.0,0.07,0.07,0.07,0.06,0.06,0.12,0.06,0.12,Serie A
Ylber Ramadani,al ALB,MF,Lecce,27,1996.0,34.0,34.0,2970.0,33.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,1.0,1.0,0.5,1.6,36.0,121.0,14.0,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,Serie A
Luca Ranieri,it ITA,DF,Fiorentina,24,1999.0,26.0,23.0,2065.0,22.9,2.0,1.0,3.0,2.0,0.0,0.0,14.0,0.0,0.9,0.9,0.4,1.3,17.0,99.0,5.0,0.09,0.04,0.13,0.09,0.13,0.04,0.02,0.06,0.04,0.06,Serie A
Filippo Ranocchia,it ITA,"MF,DF",Empoli,22,2001.0,9.0,5.0,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.8,5.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,Serie A
Giacomo Raspadori,it ITA,"FW,MF",Napoli,23,2000.0,37.0,14.0,1584.0,17.6,5.0,3.0,8.0,5.0,0.0,1.0,0.0,0.0,5.9,4.5,4.0,8.5,29.0,54.0,139.0,0.28,0.17,0.45,0.28,0.45,0.33,0.23,0.56,0.25,0.48,Serie A
Federico Ravaglia,it ITA,GK,Bologna,23,1999.0,6.0,6.0,535.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
Tijjani Reijnders,nl NED,MF,Milan,25,1998.0,36.0,33.0,2820.0,31.3,3.0,3.0,6.0,3.0,0.0,0.0,8.0,0.0,3.2,3.2,3.7,7.0,88.0,204.0,90.0,0.1,0.1,0.19,0.1,0.19,0.1,0.12,0.22,0.1,0.22,Serie A
Reinier,br BRA,"MF,FW",Frosinone,21,2002.0,22.0,13.0,1059.0,11.8,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,1.9,3.2,10.0,32.0,42.0,0.17,0.17,0.34,0.17,0.34,0.11,0.16,0.27,0.11,0.27,Serie A
Mateo Retegui,it ITA,FW,Genoa,24,1999.0,29.0,26.0,2216.0,24.6,7.0,2.0,9.0,6.0,1.0,1.0,5.0,0.0,5.8,5.0,0.7,5.8,18.0,17.0,112.0,0.28,0.08,0.37,0.24,0.32,0.24,0.03,0.27,0.2,0.24,Serie A
Samuele Ricci,it ITA,MF,Torino,21,2001.0,32.0,28.0,2395.0,26.6,1.0,2.0,3.0,1.0,0.0,0.0,8.0,1.0,1.3,1.3,2.3,3.6,47.0,122.0,73.0,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.13,0.05,0.13,Serie A
Ricardo Rodríguez,ch SUI,DF,Torino,30,1992.0,35.0,34.0,2772.0,30.8,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,1.4,1.7,61.0,127.0,40.0,0.03,0.06,0.1,0.03,0.1,0.01,0.04,0.05,0.01,0.05,Serie A
Alessio Romagnoli,it ITA,DF,Lazio,28,1995.0,29.0,26.0,2411.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.6,0.6,0.6,1.1,7.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Serie A
Simone Romagnoli,it ITA,DF,Frosinone,33,1990.0,33.0,30.0,2715.0,30.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,0.4,1.6,2.0,47.0,2.0,0.03,0.03,0.07,0.03,0.07,0.04,0.01,0.05,0.04,0.05,Serie A
Luka Romero,ar ARG,"FW,MF",Milan,18,2004.0,4.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Serie A
Marten de Roon,nl NED,"MF,DF",Atalanta,32,1991.0,30.0,29.0,2599.0,28.9,0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.6,0.6,1.2,1.8,28.0,178.0,22.0,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06,Serie A
Francesco Rossi,it ITA,GK,Atalanta,32,1991.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A
